,AU,SO,copyright,title,year
11235,"Zong, QL|Xia, JQ|Zhou, MR|Deng, SS|Zhang, Y",HYDROLOGICAL PROCESSES,,Modelling of the retreat process of composite riverbank in the Jingjiang Reach using the improved BSTEM,2017
11236,"Kusic, H|Koprivanac, N|Bozic, AL",ENVIRONMENTAL MODELING & ASSESSMENT,,Application of Sensitivity and Flux Analyses for the Reduction of Model Predicting the Photooxidative Degradation of an Azo Dye in Aqueous Media,2012
11237,"Zhou, T|Popescu, SC",REMOTE SENSING OF ENVIRONMENT,,Bayesian decomposition of full waveform LiDAR data with uncertainty analysis,2017
11238,"O'Malley, D|Vesselinov, VV",WATER RESOURCES RESEARCH,,Bayesian-information-gap decision theory with an application to CO2 sequestration,2015
11239,"Yarmand, H|Ivy, JS|Roberts, SD",SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,,Identifying optimal mitigation strategies for responding to a mild influenza epidemic,2013
11240,"Sun, YH|Hong, L|Jiang, J|Li, ZG",INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS,,Estimation of Critical Conditions for Noise-Induced Bifurcation in Nonautonomous Nonlinear Systems by Stochastic Sensitivity Function,2016
11241,"Mockler, EM|O'Loughlin, FE|Bruen, M",COMPUTERS & GEOSCIENCES, Published by Elsevier Ltd.,Understanding hydrological flow paths in conceptual catchment models using uncertainty and sensitivity analysis,2016
11242,"Gabbert, S|van Ittersum, M|Kroeze, C|Stalpers, S|Ewert, F|Olsson, JA",REGIONAL ENVIRONMENTAL CHANGE,,Uncertainty analysis in integrated assessment: the users' perspective,2010
11243,"Sun, F|Shao, HB|Kalbacher, T|Wang, WQ|Yang, ZS|Huang, ZF|Kolditz, O",ENVIRONMENTAL EARTH SCIENCES,,Groundwater drawdown at Nankou site of Beijing Plain: model development and calibration,2011
11244,"Li, H|Zhang, DX",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,,Stochastic representation and dimension reduction for non-Gaussian random fields: review and reflection,2013
11245,"Satti, S|Zaitchik, B|Siddiqui, S",HYDROLOGY AND EARTH SYSTEM SCIENCES,,The question of Sudan: a hydro-economic optimization model for the Sudanese Blue Nile,2015
11246,"Mitchell-Blackwood, J|Gurian, PL|O'Donnell, C",HUMAN AND ECOLOGICAL RISK ASSESSMENT,,Finding Risk-Based Switchover Points for Response Decisions for Environmental Exposure to Bacillus anthracis,2011
11247,"Bond, AL|Diamond, AW",ECOLOGICAL APPLICATIONS,,Recent Bayesian stable-isotope mixing models are highly sensitive to variation in discrimination factors,2011
11248,"Nobile, F|Tempone, R",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING,,Analysis and implementation issues for the numerical approximation of parabolic equations with random coefficients,2009
11249,"Huard, D|Mailhot, A",WATER RESOURCES RESEARCH,,Calibration of hydrological model GR2M using Bayesian uncertainty analysis,2008
11250,"Hong, T|Gurian, PL",ENVIRONMENTAL SCIENCE & TECHNOLOGY,,Updating a B. anthracis Risk Model with Field Data from a Bioterrorism Incident,2015
11251,"Ziomek, G|Antos, D",COMPUTERS & CHEMICAL ENGINEERING, Elsevier Ltd. All rights reserved.,Stochastic optimization of simulated moving bed process - Sensitivity analysis for isocratic and gradient operation,2005
11252,"Scott, RP|Cullen, AC|Fox-Lent, C|Linkov, I",RISK ANALYSIS,,Can Carbon Nanomaterials Improve CZTS Photovoltaic Devices? Evaluation of Performance and Impacts Using Integrated Life-Cycle Assessment and Decision Analysis,2016
11253,"Jia, WX|Liu, M|Yang, YH|He, HL|Zhu, XD|Yang, F|Yin, C|Xiang, WN",ECOLOGICAL INDICATORS, Elsevier Ltd. All rights reserved.,Estimation and uncertainty analyses of grassland biomass in Northern China: Comparison of multiple remote sensing data sources and modeling approaches,2016
11254,"Chen, HL|Ito, Y|Sawamukai, M|Tokunaga, T",NATURAL HAZARDS,,"Flood hazard assessment in the Kujukuri Plain of Chiba Prefecture, Japan, based on GIS and multicriteria decision analysis",2015
11255,"Dai, H|Ye, M",JOURNAL OF HYDROLOGY, (C) 2015 Elsevier B.V. All rights reserved.,Variance-based global sensitivity analysis for multiple scenarios and models with implementation using sparse grid collocation,2015
11256,"Kuo, RJ|Wibowo, BS|Zulvia, FE",APPLIED MATHEMATICAL MODELLING, (C) 2016 Elsevier Inc. All rights reserved.,Application of a fuzzy ant colony system to solve the dynamic vehicle routing problem with uncertain service time,2016
11257,"Ma, DL|Braatz, RD",COMPUTERS & CHEMICAL ENGINEERING, (C) 2003 Elsevier Science Ltd. All rights reserved.,Robust identification and control of batch processes,2003
11258,"De Benedetti, B|Barbera, AC|Freni, P|Tecchio, P",DESALINATION AND WATER TREATMENT,,Wastewater valorization adopting the microalgae accelerated growth,2015
11259,"Bacon, DH|Locke, RA|Keating, E|Carroll, S|Iranmanesh, A|Mansoor, K|Wimmer, B|Zheng, LG|Shao, HB|Greenberg, SE",GREENHOUSE GASES-SCIENCE AND TECHNOLOGY," (c) 2017 Society of Chemical Industry and John Wiley & Sons, Ltd.",Application of the Aquifer Impact Model to support decisions at a CO2 sequestration site,2017
11260,"Franceschini, S|Marani, M|Tsai, C|Zambon, F",ADVANCES IN WATER RESOURCES, Elsevier Ltd. All rights reserved.,A Perturbance Moment Point Estimate Method for uncertainty analysis of the hydrologic response,2012
11261,"Feng, SJ|Zheng, QT|Xie, HJ",COMPUTERS AND GEOTECHNICS, Elsevier Ltd. All rights reserved.,A model for gas pressure in layered landfills with horizontal gas collection systems,2015
11262,"Li, H|Parent, LE|Karam, A",AGRICULTURE ECOSYSTEMS & ENVIRONMENT, (c) 2006 Elsevier B.V. All rights reserved.,Simulation modeling of soil and plant nitrogen use in a potato cropping system in the humid and cool environment,2006
11263,"Munk, DJ|Kipouros, T|Vio, GA|Steven, GP|Parks, GT",JOURNAL OF COMPUTATIONAL PHYSICS, (C) 2017 Elsevier Inc. All rights reserved.,Topology optimisation of micro fluidic mixers considering fluid-structure interactions with a coupled Lattice Boltzmann algorithm,2017
11264,"Velando, A|Freire, J",BIOLOGICAL CONSERVATION, (C) 2002 Elsevier Science Ltd. All rights reserved.,Population modelling of European shags (Phalacrocorax aristotelis) at their southern limit: conservation implications,2002
11265,"Wong, JS|Freer, JE|Bates, PD|Sear, DA|Stephens, EM",HYDROLOGICAL PROCESSES," Copyright (c) 2014 John Wiley & Sons, Ltd.",Sensitivity of a hydraulic model to channel erosion uncertainty during extreme flooding,2015
11266,"Chehbouni, A|Nouvellon, Y|Kerr, YH|Moran, MS|Watts, C|Prevot, L|Goodrich, DC|Rambal, S",REMOTE SENSING OF ENVIRONMENT, (C) 2001 Elsevier Science Inc. All rights reserved.,Directional effect on radiative surface temperature measurements over a semiarid grassland site,2001
11267,"Yalew, S|van Griensven, A|Ray, N|Kokoszkiewicz, L|Betrie, GD",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,Distributed computation of large scale SWAT models on the Grid,2013
11268,"Talischi, C|Paulino, GH|Pereira, A|Menezes, IFM",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,PolyTop: a Matlab implementation of a general topology optimization framework using unstructured polygonal finite element meshes,2012
11269,"Zadeh, SMS",ENERGY POLICY, Elsevier Ltd. All rights reserved.,An energy efficiency plan for the Iranian building sub-sector,2007
11270,"Huang, X|Xie, YM",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,Optimal design of periodic structures using evolutionary topology optimization,2008
11271,"Andersson, FO|Aberg, M|Jacobsson, SP",CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS, (C) 2000 Elsevier Science B.V. All rights reserved.,"Algorithmic approaches for studies of variable influence, contribution and selection in neural networks",2000
11272,"Zhang, WH|Huang, QQ",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING," Copyright (C) 2016 John Wiley & Sons, Ltd.",Unification of parametric and implicit methods for shape sensitivity analysis and optimization with fixed mesh,2017
11273,"Lee, SY|Lu, B|Song, XY",COMPUTATIONAL STATISTICS & DATA ANALYSIS, (C) 2004 Elsevier B.V. All rights reserved.,Assessing local influence for nonlinear structural equation models with ignorable missing data,2006
11274,"Zio, E|Aven, T",PROCESS SAFETY AND ENVIRONMENTAL PROTECTION, Published by Elsevier B.V. All rights reserved.,"Industrial disasters: Extreme events, extremely rare. Some reflections on the treatment of uncertainties in the assessment of the associated risks",2013
11275,"Hood, A|Cechet, B|Hossain, H|Sheffield, K",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,"Options for Victorian agriculture in a ""new"" climate: Pilot study linking climate change and land suitability modelling",2006
11276,"Canelas, A|Novotny, AA|Roche, JR",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,Topology design of inductors in electromagnetic casting using level-sets and second order topological derivatives,2014
11277,"Gabusi, V|Volta, M",ATMOSPHERIC ENVIRONMENT, Elsevier Ltd. All rights reserved.,Seasonal modelling assessment of ozone sensitivity to precursors in northern Italy,2005
11278,"Hirabayashi, S|Kroll, CN|Nowak, DJ",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,Component-based development and sensitivity analyses of an air pollutant dry deposition model,2011
11279,"Carvalho, A|Gani, R|Matos, H",PROCESS SAFETY AND ENVIRONMENTAL PROTECTION, Published by Elsevier B.V. All rights reserved.,Design of sustainable chemical processes: Systematic retrofit analysis generation and evaluation of alternatives,2008
11280,"Luo, Z|Tong, LY",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING," Copyright (C) 2008 John Wiley & Sons, Ltd.",A level set method for shape and topology optimization of large-displacement compliant mechanisms,2008
11281,"Horne, JS|Strickler, KM|Alldredge, M",ECOLOGICAL APPLICATIONS,,Quantifying the importance of patch-specific changes in habitat to metapopulation viability of an endangered songbird,2011
11282,"Wols, BA|Harmsen, DJH|Beerendonk, EF|Hofman-Caris, CHM",CHEMICAL ENGINEERING JOURNAL, (C) 2014 Elsevier B.V. All rights reserved.,Predicting pharmaceutical degradation by UV (MP)/H2O2 processes: A kinetic model,2015
11283,"Cornaton, F|Perrochet, P",ADVANCES IN WATER RESOURCES, Elsevier Ltd. All rights reserved.,"Groundwater age, life expectancy and transit time distributions in advective-dispersive systems; 2. Reservoir theory for sub-drainage basins",2006
11284,"Zhang, YJ|Feng, LH|Seidel-Morgenstern, A|Benner, P",COMPUTERS & CHEMICAL ENGINEERING, Elsevier Ltd. All rights reserved.,Accelerating optimization and uncertainty quantification of nonlinear SMB chromatography using reduced-order models,2017
11285,"Andreasen, M|Jensen, KH|Desilets, D|Zreda, M|Bogena, HR|Looms, MC",HYDROLOGY AND EARTH SYSTEM SCIENCES,,Cosmic-ray neutron transport at a forest field site: the sensitivity to various environmental conditions with focus on biomass and canopy interception,2017
11286,"Rudisser, J|Tasser, E|Tappeiner, U",ECOLOGICAL INDICATORS, Elsevier Ltd. All rights reserved.,Distance to nature-A new biodiversity relevant environmental indicator set at the landscape level,2012
11287,"Tayfur, G|Zucco, G|Brocca, L|Moramarco, T",JOURNAL OF HYDROLOGY, (C) 2014 Elsevier B.V. All rights reserved.,Coupling soil moisture and precipitation observations for predicting hourly runoff at small catchment scale,2014
11288,"Marousek, J",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,,Prospects in straw disintegration for biogas production,2013
11289,"Liao, KH|Lai, XM|Zhou, ZW|Zhu, Q",AGRICULTURAL WATER MANAGEMENT, (C) 2017 Elsevier B.V. All rights reserved.,Combining the ensemble mean and bias correction approaches to reduce the uncertainty in hillslope-scale soil moisture simulation,2017
11290,"Shao, Y|Chen, HH",DESALINATION AND WATER TREATMENT,,Adsorption kinetics of p-nitrophenol (PNP) on coal-based activated carbon: experimental and simulation,2016
11291,"Faure, V|Pinazo, C|Torreton, JP|Douillet, P",MARINE POLLUTION BULLETIN, Elsevier Ltd. All rights reserved.,Modelling the spatial and temporal variability of the SW lagoon of New Caledonia II: Realistic 3D simulations compared with in situ data,2010
11292,"Zahid, U|Kim, YH|Ahmed, U|An, J",INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,,Conceptual design of an off-shore topside CO2 injection system,2017
11293,"Seo, Y|Huh, C|Lee, S|Chang, D",INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL, Elsevier Ltd. All rights reserved.,Comparison of CO2 liquefaction pressures for ship-based carbon capture and storage (CCS) chain,2016
11294,"Rakovec, O|Hill, MC|Clark, MP|Weerts, AH|Teuling, AJ|Uijlenhoet, R",WATER RESOURCES RESEARCH,,"Distributed Evaluation of Local Sensitivity Analysis ( DELSA), with application to hydrologic models",2014
11295,"O'Malley, D|Vesselinov, VV",ADVANCES IN WATER RESOURCES, Published by Elsevier Ltd.,Analytical solutions for anomalous dispersion transport,2014
11296,"Landis, F",COMPUTATIONAL ECONOMICS,,Second-Order Sensitivity in Applied General Equilibrium,2011
11297,"Dotto, CBS|Kleidorfer, M|Deletic, A|Rauch, W|McCarthy, DT|Fletcher, TD",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,Performance and sensitivity analysis of stormwater models using a Bayesian approach and long-term high resolution data,2011
11298,"Schneidewind, U|Haest, PJ|Atashgahi, S|Maphosa, F|Hamonts, K|Maesen, M|Calderer, M|Seuntjens, P|Smidt, H|Springael, D|Dejonghe, W",JOURNAL OF CONTAMINANT HYDROLOGY, (C) 2013 Elsevier B.V. All rights reserved.,Kinetics of dechlorination by Dehalococcoides mccartyi using different carbon sources,2014
11299,"McElwee, CD",GROUND WATER,,Application of a nonlinear slug test model,2001
11300,"Hobbs, TJ|Neumann, CR|Meyer, WS|Moon, T|Bryan, BA",JOURNAL OF ENVIRONMENTAL MANAGEMENT, Elsevier Ltd. All rights reserved.,Models of reforestation productivity and carbon sequestration for land use and climate change adaptation planning in South Australia,2016
11301,"Saint-Fort, R|Ashtani, S",JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,,Effect of a water-based drilling waste on receiving soil properties and plants growth,2014
11302,"Wu, YP|Liu, SG|Sohl, TL|Young, CJ",ENVIRONMENTAL RESEARCH LETTERS,,Projecting the land cover change and its environmental impacts in the Cedar River Basin in the Midwestern United States,2013
11303,"Koike, K|Matsuda, S",MATHEMATICAL GEOLOGY,,New indices for characterizing spatial models of ore deposits by the use of a sensitivity vector and an influence factor,2006
11304,"Ren, ZY|Zhang, DH|Koh, CS",COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,,Multi-objective optimization approach to reliability-based robust global optimization of electromagnetic device,2014
11305,"Fang, GH|Yang, J|Chen, YN|Zammit, C",HYDROLOGY AND EARTH SYSTEM SCIENCES,,Comparing bias correction methods in downscaling meteorological variables for a hydrologic impact study in an arid area in China,2015
11306,"Galarza-Molina, SL|Torres, A|Moura, P|Lara-Borrero, J",INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,,CRIDE: A Case Study in Multi-Criteria Analysis for Decision-Making Support in Rainwater Harvesting,2015
11307,"Ballarini, E|Bauer, S|Eberhardt, C|Beyer, C",GROUNDWATER,,Evaluation of the Role of Heterogeneities on Transverse Mixing in Bench-Scale Tank Experiments by Numerical Modeling,2014
11308,"Patil, SR|Frey, HC",RISK ANALYSIS,,Comparison of sensitivity analysis methods based on applications to a food safety risk assessment model,2004
11309,"Domene, X|Chelinho, S|Sousa, JP",JOURNAL OF SOILS AND SEDIMENTS,,Effects of nonylphenol on a soil community using microcosms,2010
11310,"Kubiszewski, I|Costanza, R|Paquet, P|Halimi, S",REGIONAL ENVIRONMENTAL CHANGE,,Hydropower development in the lower Mekong basin: alternative approaches to deal with uncertainty,2013
11311,"Okubo, S|Tortorelli, DA",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,"Control of nonlinear, continuous, dynamic systems via finite elements, sensitivity analysis, and optimization",2004
11312,"Carnevale, C|Douros, J|Finzi, G|Graff, A|Guariso, G|Nahorski, Z|Pisoni, E|Ponche, JL|Real, E|Turrini, E|Vlachokostas, C",ENVIRONMENTAL SCIENCE & POLICY, Elsevier Ltd. All rights reserved.,Uncertainty evaluation in air quality planning decisions: a case study for Northern Italy,2016
11313,"Jang, M|Choe, J",JOURNAL OF HYDROLOGY, (C) 2002 Elsevier Science B.V. All rights reserved.,Stochastic optimization for global minimization and geostatistical calibration,2002
11314,"Oudin, L|Michel, C|Anctil, F",JOURNAL OF HYDROLOGY, (c) 2004 Elsevier B.V. All rights reserved.,Which potential evapotranspiration input for a lumped rainfall-runoff model? Part 1 - Can rainfall-runoff models effectively handle detailed potential evapotranspiration inputs?,2005
11315,"McKenzie, D|Peterson, DL|Agee, JK",ECOLOGICAL APPLICATIONS,,Fire frequency in the interior Columbia River Basin: Building regional models from fire history data,2000
11316,"Beulke, S|Brown, CD|Dubus, IG|Galicia, H|Jarvis, N|Schaefer, D|Trevisan, M",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,,User subjectivity in Monte Carlo modeling of pesticide exposure,2006
11317,"Polach, P|Hajzman, M",INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS,,SENSITIVITY ANALYSIS OF THE INFLUENCE OF A TIRE CONTACT SURFACE SHAPE IN TROLLEYBUS VERTICAL DYNAMICS,2011
11318,"Dai, Z|Zheng, XT",COMPUTERS & INDUSTRIAL ENGINEERING, Elsevier Ltd. All rights reserved.,Design of close-loop supply chain network under uncertainty using hybrid genetic algorithm: A fuzzy and chance-constrained programming model,2015
11319,"Mannina, G|Freni, G|Viviani, G|Saegrov, S|Hafskjold, LS",WATER SCIENCE AND TECHNOLOGY,,Integrated urban water modelling with uncertainty analysis,2006
11320,"Barth, G|Hill, MC",JOURNAL OF CONTAMINANT HYDROLOGY, (C) 2004 Elsevier B.V. All rights reserved.,Numerical methods for improving sensitivity analysis and parameter estimation of virus transport simulated using sorptive-reactive processes,2005
