AU,year,title,journal,citations,DOI link
"Stevick, E | Pohll, G | Huntington, J",2005,Locating new production wells using a probabilistic-based groundwater model,JOURNAL OF HYDROLOGY,3,https://dx.doi.org/10.1016/j.jhydrol.2004.07.016
"Liggett, JE | Partington, D | Frei, S | Werner, AD | Simmons, CT | Fleckenstein, JH",2015,An exploration of coupled surface-subsurface solute transport in a fully integrated catchment model,JOURNAL OF HYDROLOGY,3,https://dx.doi.org/10.1016/j.jhydrol.2015.09.006
"Guo, DL | Westra, S | Maier, HR",2017,Use of a scenario-neutral approach to identify the key hydro-meteorological attributes that impact runoff from a natural catchment,JOURNAL OF HYDROLOGY,3,https://dx.doi.org/10.1016/j.jhydrol.2017.09.021
"Guber, AK | Williams, DM | Quinn, ACD | Tamrakar, SB | Porter, WF | Rose, JB",2016,Model of pathogen transmission between livestock and white-tailed deer in fragmented agricultural and forest landscapes,ENVIRONMENTAL MODELLING & SOFTWARE,3,https://dx.doi.org/10.1016/j.envsoft.2016.02.024
"Barthold, FJ | Firuziaan, M",2000,Optimization of hyperelastic materials with isotropic damage,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,https://dx.doi.org/10.1007/s001580050131
"Lee, D | Kim, NH | Kim, HS",2016,Validation and updating in a large automotive vibro-acoustic model using a P-box in the frequency domain,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,https://dx.doi.org/10.1007/s00158-016-1427-0
"Kaminski, MM",2011,Structural sensitivity analysis in nonlinear and transient problems using the local response function technique,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,https://dx.doi.org/10.1007/s00158-010-0565-z
"Gerzen, N | Barthold, FJ",2012,Enhanced analysis of design sensitivities in topology optimization,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,https://dx.doi.org/10.1007/s00158-012-0778-4
"Daxini, SD | Prajapati, JM",2017,Parametric shape optimization techniques based on Meshless methods: A review,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,https://dx.doi.org/10.1007/s00158-017-1702-8
"Wang, H | Chen, LM | Ye, F | Chen, L",2017,Global sensitivity analysis for fiber reinforced composite fiber path based on D-MORPH-HDMR algorithm,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,https://dx.doi.org/10.1007/s00158-017-1681-9
"Liu, SH | Li, Y | Liao, YL | Guo, ZZ",2014,Structural optimization of the cross-beam of a gantry machine tool based on grey relational analysis,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,https://dx.doi.org/10.1007/s00158-013-1041-3
"Huang, XZ | Zhang, YM | Jin, YJ | Lu, H",2011,An improved decomposition method in probabilistic analysis using Chebyshev approximations,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,https://dx.doi.org/10.1007/s00158-010-0606-7
"Zhang, ZMJ | Khosravi, S | Zingg, DW",2017,High-fidelity aerostructural optimization with integrated geometry parameterization and mesh movement,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,https://dx.doi.org/10.1007/s00158-016-1562-7
"Yang, DX | Liu, LB",2014,Reliability analysis of structures with complex limit state functions using probability density evolution method,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,https://dx.doi.org/10.1007/s00158-014-1048-4
"Kasolis, F | Wadbro, E | Berggren, M",2012,Fixed-mesh curvature-parameterized shape optimization of an acoustic horn,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,https://dx.doi.org/10.1007/s00158-012-0828-y
"Moon, MY | Kim, JH | Ha, YD | Cho, S",2015,Adjoint design sensitivity analysis of dynamic crack propagation using peridynamic theory,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,https://dx.doi.org/10.1007/s00158-014-1163-2
"Szulc, K | Zochowski, A",2015,Application of topological derivative to accelerate genetic algorithm in shape optimization of coupled models,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,https://dx.doi.org/10.1007/s00158-014-1126-7
"Mroz, Z | Garstecki, A",2005,Optimal loading conditions in the design and identification of structures. Part 1: discrete formulation,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,https://dx.doi.org/10.1007/s00158-004-0474-0
"Soto, MG | Adeli, H",2017,Many-objective control optimization of high-rise building structures using replicator dynamics and neural dynamics model,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,https://dx.doi.org/10.1007/s00158-017-1835-9
"Kang, Z | Liu, P | Li, M",2017,Topology optimization considering fracture mechanics behaviors at specified locations,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,https://dx.doi.org/10.1007/s00158-016-1623-y
"Mandayi, A | Seyyedian, H",2014,Steady-state groundwater recharge in trapezoidal-shaped aquifers: A semi-analytical approach based on variational calculus,JOURNAL OF HYDROLOGY,3,https://dx.doi.org/10.1016/j.jhydrol.2014.03.014
"Kudo, R | Yoshida, T | Masumoto, T",2017,Uncertainty analysis of impacts of climate change on snow processes: Case study of interactions of GCM uncertainty and an impact model,JOURNAL OF HYDROLOGY,3,https://dx.doi.org/10.1016/j.jhydrol.2017.03.007
"Wang, YQ | Ma, JZ | Guan, HD | Zhu, GF",2017,Determination of the saturated film conductivity to improve the EMFX model in describing the soil hydraulic properties over the entire moisture range,JOURNAL OF HYDROLOGY,3,https://dx.doi.org/10.1016/j.jhydrol.2017.03.063
"Porter, ML | Valdes-Parada, FJ | Wood, BD",2011,Multiscale modeling of chemotaxis in homogeneous porous media,WATER RESOURCES RESEARCH,2,https://dx.doi.org/10.1029/2010WR009646
"Ritschel, T | Totsche, KU",2016,Closed-flow column experiments: A numerical sensitivity analysis of reactive transport and parameter uncertainty,WATER RESOURCES RESEARCH,2,https://dx.doi.org/10.1002/2015WR018388
"Dai, H | Chen, XY | Ye, M | Song, XH | Zachara, JM",2017,A geostatistics-informed hierarchical sensitivity analysis method for complex groundwater flow and transport modeling,WATER RESOURCES RESEARCH,2,https://dx.doi.org/10.1002/2016WR019756
"Maier, N | Breuer, L | Kraft, P",2017,Prediction and uncertainty analysis of a parsimonious floodplain surface water-groundwater interaction model,WATER RESOURCES RESEARCH,2,https://dx.doi.org/10.1002/2017WR020749
"Xu, J | Hu, BX",2005,Stochastic analysis of contaminant transport through nonstationary fractured porous media: A dual-permeability approach,WATER RESOURCES RESEARCH,2,https://dx.doi.org/10.1029/2004WR003581
"Ahmadisharaf, E | Kalyanapu, AJ | Thames, BA | Lillywhite, J",2016,A probabilistic framework for comparison of dam breach parameters and outflow hydrograph generated by different empirical prediction methods,ENVIRONMENTAL MODELLING & SOFTWARE,2,https://dx.doi.org/10.1016/j.envsoft.2016.09.022
"Wei, PF | Lu, ZZ | Song, JW",2015,A comprehensive comparison of two variable importance analysis techniques in high dimensions: Application to an environmental multi-indicators system,ENVIRONMENTAL MODELLING & SOFTWARE,2,https://dx.doi.org/10.1016/j.envsoft.2015.04.015
"Nurulhuda, K | Struik, PC | Keesman, KJ",2017,Set-membership estimation from poor quality data sets: Modelling ammonia volatilisation in flooded rice systems,ENVIRONMENTAL MODELLING & SOFTWARE,2,https://dx.doi.org/10.1016/j.envsoft.2016.11.002
"Juston, JM | Kadlec, RH | DeBusk, WF | Jerauld, MJ | DeBusk, TA",2015,"Persistence of legacy soil P and elevated background water P concentrations in Water Conservation Area 2A, a northern Everglades wetland",WATER RESOURCES RESEARCH,2,https://dx.doi.org/10.1002/2015WR017809
